config,runId,step,stepNumber,stepTitle,modelRole,provider,requestedModel,actualMode,inputTokens,outputTokens,totalTokens,cost,estimatedCostUsd,invariantCount,missingInvariants,contradictions,driftScore,durationMs,qualityScore,judgeScoreStddev,testsPassed,success
grok,3,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2270,337,2607,0.000791,0.000791,0,0,0,0,18583,10,,true,true
grok,3,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1043,631,1674,0.0089175,0.0089175,0,0,0,0,23312,10,,true,true
grok,3,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2975,487,3462,0.001082,0.001082,0,0,0,0,27959,10,,true,true
grok,3,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1160,857,2017,0.01147,0.01147,9,0,0,0,24231,10,,true,true
grok,3,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,4266,505,4771,0.0013582,0.0013582,9,0,0,0,30269,10,,true,true
grok,3,5,5,Gate summarizer integration,flagship,xai,grok-4,live,1237,582,1819,0.0089125,0.0089125,11,0,0,0,25045,9.4,,true,true
grok,3,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4623,475,5098,0.0013996,0.0013996,11,3,1,4,33587,9.4,,true,true
grok,3,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1223,635,1858,0.0094075,0.0094075,12,0,0,0,21305,10,,true,true
grok,3,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,5343,548,5891,0.0016166,0.0016166,12,3,1,4,23767,10,,true,true
grok,3,7,7,Code snippet generator,flagship,xai,grok-4,live,1279,586,1865,0.0090575,0.0090575,12,0,0,0,19092,8.3,,true,true
grok,3,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5901,468,6369,0.0016482,0.0016482,12,3,1,4,20101,8.3,,true,true
grok,3,8,8,Automated tests,flagship,xai,grok-4,live,1201,675,1876,0.0097525,0.0097525,12,0,0,0,20331,9.4,,true,true
grok,3,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,6689,528,7217,0.0018658,0.0018658,12,0,1,1,26359,9.4,,true,true
grok,3,9,9,Refinement loop,flagship,xai,grok-4,live,1355,578,1933,0.0091675,0.0091675,12,0,0,0,22030,9.4,,true,true
grok,3,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,7194,537,7731,0.0019758,0.0019758,12,3,1,4,33080,9.4,,true,true
grok,3,10,10,Report export,flagship,xai,grok-4,live,1233,726,1959,0.0103425,0.0103425,12,0,0,0,25453,9.4,,true,true
grok,3,10,10,Report export (gate),gate,xai,grok-code-fast,live,8090,650,8740,0.002268,0.002268,12,0,1,1,27884,9.4,,true,true
grok,4,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,512,1300,0.00709,0.00709,0,0,0,0,18304,10,,true,true
grok,4,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1559,157,1716,0.0004688,0.0004688,0,0,0,0,15646,10,,true,true
grok,4,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,921,598,1519,0.0082825,0.0082825,0,0,0,0,20037,9.4,,true,true
grok,4,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2271,321,2592,0.0007752,0.0007752,0,0,0,0,19719,9.4,,true,true
grok,4,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1013,657,1670,0.0091025,0.0091025,0,0,0,0,22765,10,,true,true
grok,4,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,3018,228,3246,0.0008316,0.0008316,0,0,0,0,15786,10,,true,true
grok,4,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,939,529,1468,0.0076375,0.0076375,0,0,0,0,19742,10,,true,true
grok,4,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3445,271,3716,0.00096,0.00096,0,0,0,0,18655,10,,true,true
grok,4,5,5,Gate summarizer integration,flagship,xai,grok-4,live,998,443,1441,0.006925,0.006925,0,0,0,0,16511,9.4,,true,true
grok,4,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,3826,422,4248,0.0011872,0.0011872,0,0,0,0,21653,9.4,,true,true
grok,4,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1100,509,1609,0.00784,0.00784,0,0,0,0,17705,8.9,,true,true
grok,4,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,4424,368,4792,0.0012528,0.0012528,0,0,0,0,18271,8.9,,true,true
grok,4,7,7,Code snippet generator,flagship,xai,grok-4,live,1055,900,1955,0.0116375,0.0116375,0,0,0,0,24352,8.3,,true,true
grok,4,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5737,477,6214,0.0016244,0.0016244,0,0,0,0,23659,8.3,,true,true
grok,4,8,8,Automated tests,flagship,xai,grok-4,live,1157,428,1585,0.0071725,0.0071725,0,0,0,0,17032,8.9,,true,true
grok,4,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,5717,618,6335,0.0017614,0.0017614,0,0,0,0,24188,8.9,,true,true
grok,4,9,9,Refinement loop,flagship,xai,grok-4,live,1308,478,1786,0.00805,0.00805,0,0,0,0,21360,10,,true,true
grok,4,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6269,643,6912,0.0018968,0.0018968,0,0,0,0,24944,10,,true,true
grok,4,10,10,Report export,flagship,xai,grok-4,live,1319,539,1858,0.0086875,0.0086875,0,0,0,0,19540,10,,true,true
grok,4,10,10,Report export (gate),gate,xai,grok-code-fast,live,6891,495,7386,0.0018732,0.0018732,0,0,0,0,21614,10,,true,true
grok,5,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,566,1354,0.00763,0.00763,0,0,0,0,21167,10,,true,true
grok,5,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1667,142,1809,0.0004754,0.0004754,0,0,0,0,12627,10,,true,true
grok,5,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,896,628,1524,0.00852,0.00852,0,0,0,0,23434,10,,true,true
grok,5,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2385,276,2661,0.000753,0.000753,0,0,0,0,16903,10,,true,true
grok,5,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,978,518,1496,0.007625,0.007625,0,0,0,0,19081,10,,true,true
grok,5,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2824,325,3149,0.0008898,0.0008898,0,0,0,0,16157,10,,true,true
grok,5,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1013,625,1638,0.0087825,0.0087825,0,0,0,0,18964,10,,true,true
grok,5,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3582,315,3897,0.0010314,0.0010314,0,0,0,0,20619,10,,true,true
grok,5,5,5,Gate summarizer integration,flagship,xai,grok-4,live,992,594,1586,0.00842,0.00842,1,0,0,0,21492,10,,true,true
grok,5,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4182,307,4489,0.0011434,0.0011434,1,0,1,1,18036,10,,true,true
grok,5,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1052,696,1748,0.00959,0.00959,1,0,0,0,22000,10,,true,true
grok,5,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,5003,191,5194,0.0011916,0.0011916,1,0,1,1,23897,10,,true,true
grok,5,7,7,Code snippet generator,flagship,xai,grok-4,live,966,642,1608,0.008835,0.008835,2,0,0,0,19755,8.3,,true,true
grok,5,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5620,367,5987,0.001491,0.001491,2,0,1,1,17481,8.3,,true,true
grok,5,8,8,Automated tests,flagship,xai,grok-4,live,1116,455,1571,0.00734,0.00734,3,0,0,0,16988,8.9,,true,true
grok,5,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,5919,450,6369,0.0016338,0.0016338,3,0,1,1,13371,8.9,,true,true
grok,5,9,9,Refinement loop,flagship,xai,grok-4,live,1153,427,1580,0.0071525,0.0071525,3,0,0,0,15748,9.4,,true,true
grok,5,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6342,532,6874,0.0018004,0.0018004,3,0,1,1,17073,9.4,,true,true
grok,5,10,10,Report export,flagship,xai,grok-4,live,1226,508,1734,0.008145,0.008145,7,0,0,0,18765,10,,true,true
grok,5,10,10,Report export (gate),gate,xai,grok-code-fast,live,6987,322,7309,0.0017194,0.0017194,7,0,2,2,19887,10,,true,true
grok,6,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,661,1449,0.00858,0.00858,0,0,0,0,19483,10,,true,true
grok,6,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1857,229,2086,0.0006004,0.0006004,0,0,0,0,13467,10,,true,true
grok,6,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,937,697,1634,0.0093125,0.0093125,0,0,0,0,20857,10,,true,true
grok,6,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2618,368,2986,0.0008916,0.0008916,0,0,0,0,16640,10,,true,true
grok,6,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1060,513,1573,0.00778,0.00778,3,0,0,0,16165,10,,true,true
grok,6,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,3014,358,3372,0.0009608,0.0009608,3,3,0,3,17121,10,,true,true
grok,6,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1099,678,1777,0.0095275,0.0095275,3,0,0,0,22314,10,,true,true
grok,6,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3883,377,4260,0.0011536,0.0011536,3,3,0,3,22610,10,,true,true
grok,6,5,5,Gate summarizer integration,flagship,xai,grok-4,live,1098,571,1669,0.008455,0.008455,3,0,0,0,21185,9.4,,true,true
grok,6,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4371,522,4893,0.0013962,0.0013962,3,3,0,3,26419,9.4,,true,true
grok,6,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1206,602,1808,0.009035,0.009035,3,0,0,0,22773,9.4,,true,true
grok,6,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,5027,507,5534,0.0015124,0.0015124,3,3,0,3,21550,9.4,,true,true
grok,6,7,7,Code snippet generator,flagship,xai,grok-4,live,1186,759,1945,0.010555,0.010555,4,0,0,0,28971,8.3,,true,true
grok,6,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5978,405,6383,0.0016006,0.0016006,4,3,0,3,23667,8.3,,true,true
grok,6,8,8,Automated tests,flagship,xai,grok-4,live,1119,615,1734,0.0089475,0.0089475,4,0,0,0,24402,9.4,,true,true
grok,6,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,6473,496,6969,0.0017906,0.0017906,4,3,0,3,19635,9.4,,true,true
grok,6,9,9,Refinement loop,flagship,xai,grok-4,live,1186,558,1744,0.008545,0.008545,4,0,0,0,24740,10,,true,true
grok,6,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6998,514,7512,0.0019136,0.0019136,4,3,0,3,21115,10,,true,true
grok,6,10,10,Report export,flagship,xai,grok-4,live,1177,697,1874,0.0099125,0.0099125,4,0,0,0,26805,10,,true,true
grok,6,10,10,Report export (gate),gate,xai,grok-code-fast,live,7856,387,8243,0.0019582,0.0019582,4,4,0,4,22897,10,,true,true
grok,7,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,536,1324,0.00733,0.00733,0,0,0,0,20327,10,,true,true
grok,7,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1607,204,1811,0.0005254,0.0005254,0,0,0,0,13020,10,,true,true
grok,7,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,947,538,1485,0.0077475,0.0077475,1,0,0,0,22190,10,,true,true
grok,7,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2188,254,2442,0.0006916,0.0006916,1,0,1,1,19837,10,,true,true
grok,7,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1016,586,1602,0.0084,0.0084,1,0,0,0,24234,10,,true,true
grok,7,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2853,291,3144,0.0008616,0.0008616,1,0,1,1,16680,10,,true,true
grok,7,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1024,680,1704,0.00936,0.00936,1,0,0,0,28159,10,,true,true
grok,7,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3653,292,3945,0.0010226,0.0010226,1,0,1,1,16291,10,,true,true
grok,7,5,5,Gate summarizer integration,flagship,xai,grok-4,live,1027,526,1553,0.0078275,0.0078275,1,0,0,0,21689,9.4,,true,true
grok,7,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4049,229,4278,0.0010388,0.0010388,1,0,1,1,32875,9.4,,true,true
grok,7,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,985,777,1762,0.0102325,0.0102325,5,0,0,0,24347,10,,true,true
grok,7,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,5137,380,5517,0.0014074,0.0014074,5,0,1,1,20387,10,,true,true
grok,7,7,7,Code snippet generator,flagship,xai,grok-4,live,1128,619,1747,0.00901,0.00901,5,0,0,0,25459,8.3,,true,true
grok,7,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5617,289,5906,0.0014124,0.0014124,5,0,1,1,18890,8.3,,true,true
grok,7,8,8,Automated tests,flagship,xai,grok-4,live,1029,552,1581,0.0080925,0.0080925,5,0,0,0,24521,8.9,,true,true
grok,7,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,6127,412,6539,0.0016374,0.0016374,5,0,1,1,20083,8.9,,true,true
grok,7,9,9,Refinement loop,flagship,xai,grok-4,live,1119,443,1562,0.0072275,0.0072275,5,0,0,0,18374,9.4,,true,true
grok,7,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6485,367,6852,0.001664,0.001664,5,0,1,1,20830,9.4,,true,true
grok,7,10,10,Report export,flagship,xai,grok-4,live,1051,536,1587,0.0079875,0.0079875,5,0,0,0,23121,10,,true,true
grok,7,10,10,Report export (gate),gate,xai,grok-code-fast,live,7136,362,7498,0.0017892,0.0017892,5,0,1,1,20373,10,,true,true
grok,8,1,1,CLI skeleton + argument parsing,flagship,xai,grok-4,live,788,534,1322,0.00731,0.00731,0,0,0,0,20185,10,,true,true
grok,8,1,1,CLI skeleton + argument parsing (gate),gate,xai,grok-code-fast,live,1603,232,1835,0.0005526,0.0005526,0,0,0,0,17108,10,,true,true
grok,8,2,2,Task data model + JSON persistence,flagship,xai,grok-4,live,975,569,1544,0.0081275,0.0081275,0,0,0,0,21339,9.4,,true,true
grok,8,2,2,Task data model + JSON persistence (gate),gate,xai,grok-code-fast,live,2235,346,2581,0.000793,0.000793,0,0,0,0,17930,9.4,,true,true
grok,8,3,3,"List, filter, and view tasks",flagship,xai,grok-4,live,1043,596,1639,0.0085675,0.0085675,0,0,0,0,17681,10,,true,true
grok,8,3,3,"List, filter, and view tasks (gate)",gate,xai,grok-code-fast,live,2889,436,3325,0.0010138,0.0010138,0,0,0,0,26527,10,,true,true
grok,8,4,4,Complete/delete commands + validation,flagship,xai,grok-4,live,1099,628,1727,0.0090275,0.0090275,0,0,0,0,25727,10,,true,true
grok,8,4,4,Complete/delete commands + validation (gate),gate,xai,grok-code-fast,live,3575,337,3912,0.001052,0.001052,0,0,0,0,20190,10,,true,true
grok,8,5,5,Gate summarizer integration,flagship,xai,grok-4,live,1016,557,1573,0.00811,0.00811,0,0,0,0,24654,10,,true,true
grok,8,5,5,Gate summarizer integration (gate),gate,xai,grok-code-fast,live,4085,420,4505,0.001237,0.001237,0,0,0,0,18979,10,,true,true
grok,8,6,6,AI-assisted decomposition,flagship,xai,grok-4,live,1039,631,1670,0.0089075,0.0089075,0,0,0,0,22982,10,,true,true
grok,8,6,6,AI-assisted decomposition (gate),gate,xai,grok-code-fast,live,4813,371,5184,0.0013336,0.0013336,0,0,0,0,22676,10,,true,true
grok,8,7,7,Code snippet generator,flagship,xai,grok-4,live,1043,781,1824,0.0104175,0.0104175,2,0,0,0,26683,8.3,,true,true
grok,8,7,7,Code snippet generator (gate),gate,xai,grok-code-fast,live,5793,341,6134,0.0014996,0.0014996,2,0,0,0,21108,8.3,,true,true
grok,8,8,8,Automated tests,flagship,xai,grok-4,live,1038,358,1396,0.006175,0.006175,3,0,0,0,15483,9.4,,true,true
grok,8,8,8,Automated tests (gate),gate,xai,grok-code-fast,live,5774,330,6104,0.0014848,0.0014848,3,0,0,0,23370,9.4,,true,true
grok,8,9,9,Refinement loop,flagship,xai,grok-4,live,1063,432,1495,0.0069775,0.0069775,4,0,0,0,19403,10,,true,true
grok,8,9,9,Refinement loop (gate),gate,xai,grok-code-fast,live,6335,314,6649,0.001581,0.001581,4,1,0,1,17931,10,,true,true
grok,8,10,10,Report export,flagship,xai,grok-4,live,1050,495,1545,0.007575,0.007575,5,0,0,0,21773,10,,true,true
grok,8,10,10,Report export (gate),gate,xai,grok-code-fast,live,6936,373,7309,0.0017602,0.0017602,5,1,0,1,23399,10,,true,true
